Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi,Sentimen
Bmkg 3.5 AMBON,Salwa Nadira,5,2022-11-11 04:38:37,InfoBMKG,Positif
Untuk tampilan peringatan dini cuaca..lebih bagus dan lebih jelas tampilanya yg versi lama.. Tolong untuk tampilan peringatan dini cuaca samakan dgn versi lama.. Trims🙏🙏..,Boimin Kelings,3,2022-11-10 16:04:27,InfoBMKG,Netral
Untuk fitur peringatan dini cuaca kok tidak ada,Ipung Pung,4,2022-11-10 10:59:46,InfoBMKG,Positif
Apdet Kegempaan..tdk ada pemberitahuan di HP...klo aplikasi yg lama selalu apdet...ada pemberitahuan Di HP...Katanya Masyarakat Harus Mitigasi Bencana...Mohon pencerahannya 🙏🏻🙏🏻,Pinten Priredono,2,2022-11-10 07:37:21,InfoBMKG,Negatif
"Update aplikasi terbaru, tampilannya lebih fresh. Karena masih terbiasa yg UI lama jadinya perlu adaptasi.. Untuk info peringatan dini klo bisa ambil pada modus gps, jadi peringatan sesuai area terdekat.. Untuk keakuratan, saya rasa sudah bagus. Berguna bagi orang lapangan seperti saya yg mobile dan berhadapan dengan petani..",Achsan Ansori,5,2022-11-10 06:53:37,InfoBMKG,Positif
"untuk tampilan terbaru bagus tapi diinformasi gempa, peta patahan nya kok sekarang gak ada ya?? tidak seperti versi sebelumnya justru yg bisa dicari peta cakupan wilayah yg terkena gempa yg musti ditampilkan semoga dievaluasi",Wulan Ongisnade,4,2022-11-10 06:35:19,InfoBMKG,Positif
"Pertahankan, DARK MODE nya mana kak?",Djenank Deezborro,4,2022-11-10 06:32:59,InfoBMKG,Positif
Setelah di perbaharui gak ada keterangan hujan ringan/lebat nya,Ubay Anggara,3,2022-11-10 05:54:11,InfoBMKG,Netral
review november 2022 update tampilan tatap mukanya jelek min . . . bagus dan teduh yang versi kemarin . . . .,AAF Agung Wijayanto,4,2022-11-10 01:06:58,InfoBMKG,Positif
Mantap,Meida Esterlina Marpaung,5,2022-11-09 23:42:55,InfoBMKG,Positif
Kenapa keterangan tentang MMI hilang,Ahmad Sarep,2,2022-11-09 23:30:26,InfoBMKG,Negatif
Setelah update makin gak jelas Apk bmkg nya,Maulana Handri,1,2022-11-09 18:12:39,InfoBMKG,Negatif
"Alhmdllh sngt mmbntu sy dlm brktivits, krn sy bs tau situasi & kondisi cuaca. Terimakasih info BMKG",Anas Barnas,5,2022-11-09 14:20:55,InfoBMKG,Positif
Ok,arjum arthur,5,2022-11-09 09:27:53,InfoBMKG,Positif
"Tampilannya bagus, enak dilihat. Gak jadul",IMAM JAMALI,5,2022-11-09 07:30:14,InfoBMKG,Positif
tampilannya asik dilihat..kereeen!,Iwan Ikha,5,2022-11-09 07:05:47,InfoBMKG,Positif
"Updateannya bagus, tampilan lebih menarik dan user juga ikut berpartisipasi memberikan informasi.",Rayhan Rinanto,5,2022-11-09 06:28:17,InfoBMKG,Positif
Josgandos,Penaldo,5,2022-11-09 04:16:19,InfoBMKG,Positif
Bagus animasinya,Aldi Setiawan,5,2022-11-09 03:50:36,InfoBMKG,Positif
Harusnya sebelum ada bencana sudah nongol peringatannya,Dano Aleksa,5,2022-11-09 03:46:17,InfoBMKG,Positif
Ditunggu widget nya juga,Andis Didit,5,2022-11-09 03:38:29,InfoBMKG,Positif
sangat membantu,Rizal asik,5,2022-11-09 01:27:20,InfoBMKG,Positif
"mungkin yang perlu di optimalkan lagi di bagian radar dan citra satelitnya.radar masih kurang harusnya bentuk gambar video dan bergerak sesuai arah mata angin.dan ada fitur akumulasi cuaca untuk 1 jam,6jam,dan 12jam kedepan.fitur lokasi saat buka radar juga tidak ada.kalau seperti radar di applikasi windy sangat keren dan tambh keren ini aplikasi.",Atha Arc,5,2022-11-09 01:23:22,InfoBMKG,Positif
Sangat informatif,Faried Putra Sandianto,5,2022-11-09 00:00:23,InfoBMKG,Positif
Versi Baru Tampilan UI Lebih Nyaman,Adiyastama Prasetya,5,2022-11-08 23:51:47,InfoBMKG,Positif
"Untuk UI perkiraan cuacanya nyaman yang versi 2.9.1 , langsung terlihat barisan cuaca nya. 😄 Terimakasih BMKG",desawarna,4,2022-11-08 23:27:17,InfoBMKG,Positif
ui sekarang kerenn 😍,Juan Idhar Jannata,5,2022-11-08 16:52:52,InfoBMKG,Positif
Gak siklon gan,gabut tv,1,2022-11-08 14:53:15,InfoBMKG,Negatif
Oke,99%,5,2022-11-08 13:05:21,InfoBMKG,Positif
Mantap abim,Elyas Stwn,5,2022-11-08 11:52:44,InfoBMKG,Positif
Bagus aplikasi..,Dinawan Dhimbo,5,2022-11-08 11:07:47,InfoBMKG,Positif
Mantap..akurat,hello people,5,2022-11-08 10:15:48,InfoBMKG,Positif
Aplikasi udah bagus tapi tolong jgn notifikasi gempa aja..boleh di tambah cuaca kalau bisa..,mohamad amin juned,5,2022-11-08 09:48:46,InfoBMKG,Positif
Wah gile tambah bagus aja BMKG app,Maufal Achmadin,5,2022-11-08 09:43:42,InfoBMKG,Positif
Cukup puas .. tuk kedepannya makin AKURAT semoga sukses.Karena sangat berguna menolong NYAWA Manusia di wilayah Republik ini....,Yahya Mulyana,5,2022-11-08 09:39:41,InfoBMKG,Positif
"Setelah aplikasinya diupdate,, notifikasi jd gak ada sama sekali,, mohon bantuannya,, thanks",Lalu Djidat Sarjana,3,2022-11-08 09:28:45,InfoBMKG,Netral
Woke,37. Teguh Adhisatya,5,2022-11-08 09:27:34,InfoBMKG,Positif
Info BMKG cuaca,Berta Nursyahnanda,5,2022-11-08 09:13:57,InfoBMKG,Positif
"Semangat terus BMKG , makasih atas segala informasinya tentang cuaca.",waskito adi nugroho,5,2022-11-06 20:37:19,InfoBMKG,Positif
byk update terus ksh bintang 1,virgo prakitiw,2,2022-11-05 17:05:45,InfoBMKG,Negatif
Udah hari ke 3 hujan petir nih.. Tp di apps nya berawan doang dri kmren2 sampe besok nya.. Anehnya saya buka the weather channel lebih akurat..,Ozi Ozzi,1,2022-11-05 12:14:20,InfoBMKG,Negatif
Okay,galuh harmadi,4,2022-11-01 05:35:54,InfoBMKG,Positif
Sy sangat perlu info BMKG karena tempat tinggal di pinggir pantai & sy sering menggunakan aplikasi ini.semoga Info BMKG Khusus ya wilayah B'lampung Info ya Apdet,Febrian Febrian,5,2022-10-31 15:23:13,InfoBMKG,Positif
"Ini infonya lambat banget up nya, kalo bisa lebih ditingkatkan dong karena banyak juga orang yang trust di apl ini",Gita Ayu Larassati,1,2022-10-31 03:18:06,InfoBMKG,Negatif
Pemberitahuan nya lama dari waktu terjadi nya gempa,Nunu Kurnia,3,2022-10-31 03:18:01,InfoBMKG,Netral
Mantap !!,Rabuni Techno,5,2022-10-30 17:54:09,InfoBMKG,Positif
Joss..,Zainudin 86,5,2022-10-30 03:45:12,InfoBMKG,Positif
"udah seminggu ini notifikasi nggak muncul di hp saya,padahal sebelum²nya jika ada kejadian gempa selalu muncul notifikasi ny,sekarang nggak ada muncl,sampai² apk nya aku hapus terus download lagi,tapi masih aja nggak muncul notif ny.",Jalan jelong chanel,3,2022-10-30 03:41:52,InfoBMKG,Netral
"sangat terbantu oleh aplikasi ini, ada beberapa yang terlambat informasinya, misal gempa di suatu tempat sudah terjadi baru ada update infonya. mudah-mudahan semakin lebih baik kedepannya.",Zulkarnaen Mumin,5,2022-10-27 12:07:56,InfoBMKG,Positif
Sudah bagus. Cuma kenapa sekarang notifikasi gempa GK muncul lagi di beranda layar utama? Meski buka menu aplikasi 🙏,Mas Evan,4,2022-10-26 22:42:54,InfoBMKG,Positif
kenapa sekarang notifikasi ga muncul,Riska Pratiwi,2,2022-10-26 08:45:48,InfoBMKG,Negatif
Bagus,Muhammad Ridwan,5,2022-10-25 19:03:39,InfoBMKG,Positif
aplikasi ini sgt berguna unt monitor cuaca dan di.update tiap 3jam 1x dan info sgt akurat sering sy pake unt aktifitas krj..dan mobile..,waris hutomo,5,2022-10-25 08:08:15,InfoBMKG,Positif
Okeee,Aswatt Ass,5,2022-10-24 02:55:20,InfoBMKG,Positif
Qwew,Tini Najwa,3,2022-10-24 00:40:24,InfoBMKG,Netral
Sanggat membantu...,Ella Dwiangraeni81,5,2022-10-23 16:35:20,InfoBMKG,Positif
MEMBANTUSEMUANNYA,Sukandar Suka57,5,2022-10-23 16:07:12,InfoBMKG,Positif
Tolong di tambahkan beberapa lokasi pilihan sekaligus. Supaya aku bisa pantau cuaca di beberapa daerah,Kanjeng Nyai,5,2022-10-22 11:43:12,InfoBMKG,Positif
Cocok buat ramalan pawang hujan mantap.,taufikarizal,5,2022-10-22 06:07:41,InfoBMKG,Positif
Kerja yang benar,luqman hakim,5,2022-10-21 23:49:22,InfoBMKG,Positif
Mermanpaat,Syahidudin Dudin,4,2022-10-21 19:06:10,InfoBMKG,Positif
Ok,Muhammad ainul Yaqin,5,2022-10-21 14:15:07,InfoBMKG,Positif
"Tolong ditambahkan fitur widget, jadi tidak perlu membuka app",Muhammad Alfarisi,5,2022-10-21 07:59:28,InfoBMKG,Positif
Jooozzz mAntap👍👍👍,Hijau Daun,5,2022-10-21 05:08:03,InfoBMKG,Positif
kamu bohong,Akbar Ewa,1,2022-10-20 01:30:17,InfoBMKG,Negatif
Mantapp,Teguh Teguh,4,2022-10-18 17:05:44,InfoBMKG,Positif
Bagus,Wadi Lahat,5,2022-10-18 15:16:56,InfoBMKG,Positif
Sagt² berguna bagi kita semua emg oky,Husnah Husnah usman,5,2022-10-18 05:35:32,InfoBMKG,Positif
Mantap,Markuat Official,5,2022-10-17 12:41:19,InfoBMKG,Positif
Pengalaman yang bagus !!!!,Marzuki Lubis,4,2022-10-17 08:26:47,InfoBMKG,Positif
"Suka sekali dengan aplikasi BMKG ini untuk cek prakiraan cuaca, karena lebih akurat dibandingkan yang lain, dan kalau bisa dikasih widget supaya prakiraan cuacanya bisa ditampilkan di layar beranda HP tanpa harus membuka aplikasinya 🙌🏻",akbar mahardhika,5,2022-10-17 00:36:08,InfoBMKG,Positif
Apik,Way Rangon,5,2022-10-16 14:08:13,InfoBMKG,Positif
Info update tentang gempa lambat,YAN 05,1,2022-10-16 01:36:19,InfoBMKG,Negatif
Info gempa tidak cepat... Setengah jam baru ada,abdul hakim,3,2022-10-16 01:30:51,InfoBMKG,Netral
Ok,atiķ atik,1,2022-10-16 01:23:09,InfoBMKG,Negatif
Sangat membantu,zaky gaming 190,5,2022-10-16 01:22:42,InfoBMKG,Positif
Sangat membantu,Ahmad Alfarabi,4,2022-10-16 01:17:31,InfoBMKG,Positif
Aplikasi ini sangat membantu 🙏🙏🙏,asri ati,4,2022-10-15 13:26:19,InfoBMKG,Positif
Bgus bget,Said Bae,5,2022-10-15 01:53:57,InfoBMKG,Positif
"Xx Dr x xc te, cut bee 😟😮",Dimas Rianda,3,2022-10-14 04:28:13,InfoBMKG,Netral
Bagus sekali,Putri hel,5,2022-10-12 13:05:19,InfoBMKG,Positif
Berguna banget utk mengetahui informasi 👍👍,Ahmad Rashad Irfan Nugra,5,2022-10-12 07:10:12,InfoBMKG,Positif
Aplikasi bagus untuk info keadaan dan kondisi cuaca,Amir Ardyano,5,2022-10-11 10:17:10,InfoBMKG,Positif
"aplikasi yang bagus untuk mengetahui cuaca, iklim, gempa bumi disekitar kita",Angkasa Kw,5,2022-10-11 09:57:12,InfoBMKG,Positif
"baguss,saya mendapat info banyak ketika saya mendonlod apk ini",Gesswa Beby,5,2022-10-11 09:57:09,InfoBMKG,Positif
Tidak akurat dgn keadaan sesungguhnya. Cuaca Daerah saya dari kemarin sampai hari ini hujan kok di info cuaca cerah🌞,Wahid Bethan,1,2022-10-09 22:29:25,InfoBMKG,Negatif
Keren,Ade Irawan,5,2022-10-09 14:17:55,InfoBMKG,Positif
Bagus,duta wibowo,5,2022-10-09 13:50:50,InfoBMKG,Positif
Bagus aplikasi nya sangat membantu,Syahbuddin Arief,5,2022-10-09 11:11:59,InfoBMKG,Positif
Sangat bermanfaat,medi tea,5,2022-10-09 10:57:26,InfoBMKG,Positif
BMKG Ok,Chandra Lekha,5,2022-10-09 10:22:37,InfoBMKG,Positif
Penting banget,kadma eros Nawawi,5,2022-10-09 10:09:43,InfoBMKG,Positif
Ok,Sambas Indihom,5,2022-10-09 10:08:01,InfoBMKG,Positif
"Lambat informasinya, coba di benerin..masa informasi bisa delay jauh...mana bisa jadi early warning..",Moh. Zaedi,1,2022-10-09 10:07:56,InfoBMKG,Negatif
oke,partomuan octaviandy,5,2022-10-09 06:40:34,InfoBMKG,Positif
Kenapa saat ini tidak bisa update cuaca maritim,Darso Acho,4,2022-10-09 03:41:36,InfoBMKG,Positif
"Buat apk nya masih kurang ya sudah 3 tahun saya pakai, tapi kalau soal info gempa sangat lambat bahkan sampai 3 jam baru ada info titik pusat gempa. Kedepannya mohon di tindak lanjuti agar info gempa lebih cepat dan akurat",Morzhii,1,2022-10-08 20:33:21,InfoBMKG,Negatif
Semakin jelek g bisa mantau gelombang,Enjo Jaya,2,2022-10-08 20:26:03,InfoBMKG,Negatif
Update lambat,Dedi Iskandar,4,2022-10-08 20:15:38,InfoBMKG,Positif
Wah di tempat ku gempa tapi g ada laporan nya masuk di aplikasi terjadi nya dini hari tgl 9 sekitar jam 3:58,Mulyadi Zuryadi Putra (ImuL),1,2022-10-08 20:05:22,InfoBMKG,Negatif
"Tolong buat setting notifikasi hanya dalam radius tertentu, terima kasih",Indra Gunawan,3,2022-10-08 15:31:53,InfoBMKG,Netral
🌟,Armin Arifin,5,2022-10-08 14:29:24,InfoBMKG,Positif
nice app. usefull,Supri Mulyadi,5,2022-10-08 13:14:36,InfoBMKG,Positif
Gak sesuai Jam 10.00 keatas katanya berawan cerah rupanya hujan,Dedy Irawan,1,2022-10-08 03:54:14,InfoBMKG,Negatif
Sangat membantu,Aulia Rahman,4,2022-10-07 12:21:29,InfoBMKG,Positif
Baru mau nyoba klau bagus aq tambain lagi deh,Darsono Ono,3,2022-10-07 08:18:05,InfoBMKG,Netral
Membantu banget,Rifai Aprian,5,2022-10-07 02:45:04,InfoBMKG,Positif
Pengen lihat cuaca maritim gagal koneksi mulu pertama donlod nggak,Memed Jumaedi,3,2022-10-06 16:52:49,InfoBMKG,Netral
Aplikasi yang sangat membantu,Bima Vallend - CH,5,2022-10-06 11:16:00,InfoBMKG,Positif
"Ketika mengecek cuaca maritim, selalu gagal mengambil data , 🤦🤦🤦🤦,",sekedar hobi,3,2022-10-05 12:14:59,InfoBMKG,Netral
Kenapa gagal mengambil data,Dedi Alamsyah,5,2022-10-05 06:33:24,InfoBMKG,Positif
Aplikasi apaan ga guna orang hujan Segede ginih di sebut cerah,MUHAMAD YUSUF,1,2022-10-05 05:15:56,InfoBMKG,Negatif
Ok,Inonk Gazelo,5,2022-10-04 21:47:17,InfoBMKG,Positif
"Informasi nya valid banget 👍👍👍 Sangat membantu ketika kita mau buat planning,",wiliyani,5,2022-10-04 10:14:36,InfoBMKG,Positif
"Udah oke sihh tapi untuk cuaca sya lebih percaya ke peringatan dini dari pada perkiraan cuacanya dan untuk notifikasi gempa terlalu banyak, sekali gempa bisa sampai 3-4 notifikasi lainnya udah perfect banget. Tetap maju BMKG",Novan Rizky,4,2022-10-03 23:08:11,InfoBMKG,Positif
"Aplikasi tutup sendiri, kalau dah bisa di buka nnt sy rubah lagi postingannya",Febri Sagala,3,2022-10-03 14:21:47,InfoBMKG,Netral
"KECAMATAN KANDAT DI KAB KEDIRI PROV JAWA TIMUR KOK TIDAK ADA, MOHON DI UPDATE",Faizal Ahmad,1,2022-10-03 08:54:48,InfoBMKG,Negatif
Update beritanya lumayan lambat,Venesia Torunde,3,2022-10-03 08:09:43,InfoBMKG,Netral
Ok,sakka sapuka,5,2022-10-02 13:55:10,InfoBMKG,Positif
Ok,Agus Purnomo,5,2022-10-02 05:02:04,InfoBMKG,Positif
Lambat utk pemberitahuan titik gempa,Rodi Jr,1,2022-10-01 18:48:35,InfoBMKG,Negatif
Sangat membantu menginformasikan cuaca dan gempa,oty afrianti,5,2022-10-01 14:02:20,InfoBMKG,Positif
Ok bagus,FEDERICK STEVANNO SALIM Erick,5,2022-10-01 03:42:12,InfoBMKG,Positif
Sangat berguna saat ingin kerja ke laut,M Safitra,5,2022-09-26 02:19:24,InfoBMKG,Positif
manifold Trying out,Imam Fauzi,5,2022-09-25 23:31:06,InfoBMKG,Positif
Sangat membantu,Adi setiawan,5,2022-09-25 15:30:39,InfoBMKG,Positif
"Aplikasinya bagus, sangat membantu dan rekomendasi.",مَّرْضِيّ,5,2022-09-25 11:38:16,InfoBMKG,Positif
sip sip,hairani hairani,5,2022-09-25 10:39:01,InfoBMKG,Positif
Updatenya kelamaan,Nha tina,3,2022-09-24 20:50:15,InfoBMKG,Netral
Aplikasi yang cukup bagus,Aswinarti,4,2022-09-24 03:08:02,InfoBMKG,Positif
👍👍👍,Andy Rohman,5,2022-09-23 21:25:06,InfoBMKG,Positif
"Info untuk keadaan dan kondisi cuaca dan gempa sudah bisa dilihat disini, isi informasi tentang ilmu kebumian dan cuaca, serta lainnya yang mencakup sudah bisa dilihat, dan terlihat informasi dan posisi akurat dan informatif. Bisa lebih baik buat kedepannya .thanks",Ery Suryo Purnomo,5,2022-09-23 11:26:10,InfoBMKG,Positif
Sangat membantu untuk mengetahui informasi gempa dan cuaca ter up to date,Yuniarto Farizki,5,2022-09-23 04:19:52,InfoBMKG,Positif
Kurang jos,Rahckmat Kartono,2,2022-09-22 03:12:10,InfoBMKG,Negatif
Mantap,Onces Prabowo,5,2022-09-22 00:54:15,InfoBMKG,Positif
👍,Alfat Muhammad,4,2022-09-21 06:20:36,InfoBMKG,Positif
4 bintang dulu,Erna Rosdiana,4,2022-09-21 05:50:26,InfoBMKG,Positif
Oke,yovi rosly,5,2022-09-18 13:59:08,InfoBMKG,Positif
"Alhamdulillah aplikasi info BMKG sangat membantu utk sya mengetahui perakiraan cuaca di skitar kokasi sya , trims",Mardha Tilah,5,2022-09-18 13:38:38,InfoBMKG,Positif
Perkiraan. Cuaca. Kecamatan Peso. Kab. Bulungan. KalTara,Misran Ujang,5,2022-09-18 12:09:24,InfoBMKG,Positif
Assalamualaikum warahmatullahi afrizal PLN Oku timur Indonesia Keja,Rizal Saputra,5,2022-09-18 10:20:03,InfoBMKG,Positif
Sangat berguna,Ade Suhendri,5,2022-09-18 07:13:58,InfoBMKG,Positif
Membantu masyarakat Indonesia.cuma yg harus diperbaiki 5menit siap kegempaan sudah harus ada informasinya terima kasih BMKG MANTAP💪💪💪,Ir Sati,5,2022-09-16 17:08:00,InfoBMKG,Positif
Kadang tepat juga perkiraan nya Kadang salah,Bambang Bam,5,2022-09-16 15:41:17,InfoBMKG,Positif
Bagus,Mulyo Atmojo,5,2022-09-16 10:54:40,InfoBMKG,Positif
Ok,deni delisa,5,2022-09-15 22:51:26,InfoBMKG,Positif
"Sejak instal aplikasi ini, sering terjadi Gempa 😫😫😫",mikasyukrila wandi,5,2022-09-15 15:43:26,InfoBMKG,Positif
nama dusun/desa belum tercantum,nasi hah,5,2022-09-12 04:49:39,InfoBMKG,Positif
Sangat membantu,Antondrizal Drizal,4,2022-09-11 17:55:07,InfoBMKG,Positif
Sangat membantu dlm perjalanan keluar kota,Basry Setiawan,5,2022-09-11 07:03:45,InfoBMKG,Positif
Sangat bagus untuk informasinya,abung muhammad Mabrur,5,2022-09-11 02:07:35,InfoBMKG,Positif
Is ok,PENGASIH UNIVERSAL,5,2022-09-11 01:39:58,InfoBMKG,Positif
Bagus bgat,Rahmadini Purnama putri,5,2022-09-11 00:18:52,InfoBMKG,Positif
Terimakasih BMKG telah membuat dan mempermudah saat perjalanan,Muhammad Furkon,5,2022-09-10 11:57:00,InfoBMKG,Positif
Semenjak UP perkiran cuaca tmbah tdak akurat. Mohon perbaiki,Kenzie Hamso Adrianus,1,2022-09-10 00:27:02,InfoBMKG,Negatif
Joooossss,Ahmad Wildani,5,2022-09-09 14:32:38,InfoBMKG,Positif
mantulll,Leo Arizona,5,2022-09-08 13:40:41,InfoBMKG,Positif
Ashiaaapppp,Adi_ Poy,5,2022-09-08 12:47:15,InfoBMKG,Positif
Bagus & sgt bermanfaat memberi info cepat shg masyarakat boleh bertindak tepat,Sugimanmpd Abf,4,2022-09-08 10:25:42,InfoBMKG,Positif
Semoga bermanfaat,Michael Bahamed,4,2022-09-08 08:20:11,InfoBMKG,Positif
Oke,Sutanto,5,2022-09-08 00:55:28,InfoBMKG,Positif
Kaya nya sih bagus cuman sayang di fiture cuacanya ga ada kecamatan Cikande,Hanna Pertiwi,1,2022-09-07 06:08:08,InfoBMKG,Negatif
Aplikasi ini sangat bagus untuk malihat cuaca,winwin putra,5,2022-09-06 13:04:58,InfoBMKG,Positif
ok,Waozi Duhu tb,4,2022-09-05 09:45:16,InfoBMKG,Positif
"Tidak akurat, saya daerah Jayapura, Keerom Arso, kemarin hujan, ini hari hujan, tapi di BMKG kemarin dan ini hari di tulis tidak hujan, gimana sih, masa sampai dua hari meleset berturut turut",RIZAL Gaming,1,2022-09-05 07:55:16,InfoBMKG,Negatif
Bagus tingkatkan,Agung W,5,2022-09-04 09:33:21,InfoBMKG,Positif
"Apk ini membantu saya dalam menemukan suatu bencana, tempat bencana, tempat mantan",Muhammad Rauf,5,2022-09-04 01:09:24,InfoBMKG,Positif
"Blm coba tp lsg berikan 5 *, semoga sesuai dg ekspektasi",chandrata wijaya,5,2022-09-04 00:26:30,InfoBMKG,Positif
sangat bermanfaat,Baharudding Trans,4,2022-09-03 21:22:02,InfoBMKG,Positif
good,borrsie pit,5,2022-09-03 15:40:28,InfoBMKG,Positif
"kurang ada pembritauan, ketika ada gempa",ari wangsa,3,2022-09-03 15:39:52,InfoBMKG,Netral
Tiap hari ada Gempa terus,Abyzar Kusuma,5,2022-09-02 11:10:12,InfoBMKG,Positif
👍👍👍👍,Renando Nando,5,2022-09-02 03:51:01,InfoBMKG,Positif
Mntaps,Ko Liem,5,2022-09-02 02:47:33,InfoBMKG,Positif
Sangat baik dan puas,Teguh Ramadan,5,2022-09-01 03:44:07,InfoBMKG,Positif
Mantap,Ebby Dira Pratama,5,2022-08-30 22:55:09,InfoBMKG,Positif
Oke,Antonmarzuky Marzuky,5,2022-08-30 15:33:44,InfoBMKG,Positif
Ok,Alexander Ander,5,2022-08-30 11:11:30,InfoBMKG,Positif
"Mantap, Bmkg Tempat Informasi Cuaca, Suhu, Udara, Informasi Tentang Gempa Bumi. Maju Terus Bmkg.",Richard Siburian,5,2022-08-30 07:17:52,InfoBMKG,Positif
"mohon di kasi kotak pencarian lokasi agar cepat mencari lokasinya,terima kasih",kasturi Az,5,2022-08-30 06:42:14,InfoBMKG,Positif
info yg bagus,Zainal bahri Bahri,5,2022-08-30 03:57:10,InfoBMKG,Positif
Kalau bisa lebih canggih lagi bmkg nya,Dio kyay,4,2022-08-29 13:24:13,InfoBMKG,Positif
Oke,Andi George Manggabarani,5,2022-08-29 07:04:45,InfoBMKG,Positif
Ok,Amiruddin Matondang,5,2022-08-29 06:27:01,InfoBMKG,Positif
Aplikasi nya bagus,Teguh Teguh,5,2022-08-29 05:02:33,InfoBMKG,Positif
Mantap,Arif Putra,4,2022-08-29 04:01:34,InfoBMKG,Positif
Bagus,Surnadi Banjit,5,2022-08-29 00:48:59,InfoBMKG,Positif
Apknya bagus dan sangat membantu dalam mengetahui Titi Gempa bumi yang terjadi Tapi kalau bisa ditambahkan Alarm pemberitahuan saat guncangan terjadi supaya kita siap siaga Apalagi dimalam hari saat tidur,Rizky Sabelau,5,2022-08-28 23:11:44,InfoBMKG,Positif
"Hallo Developer. Dengan Aplikasi Info BMKG Yang Saat Ini Saya Gunakan, Sangat Berguna Sekali. Khususnya Untuk Pengguna Smartphone Android. Terimakasih 👍🏻",Ahmad Alfarizky,5,2022-08-28 15:00:14,InfoBMKG,Positif
Luar biasa,Paskalis Armandion Y. P,3,2022-08-28 07:55:07,InfoBMKG,Netral
👍👍👍,Arifin Ari,5,2022-08-27 12:32:50,InfoBMKG,Positif
Good,Ayu Queen,5,2022-08-27 11:55:29,InfoBMKG,Positif
Sangat membantu,Etti 01,5,2022-08-27 08:24:36,InfoBMKG,Positif
info sering tlat,Battle Royal,3,2022-08-27 08:20:32,InfoBMKG,Netral
info cuacanya sangat tak sesuai,Kapu,1,2022-08-26 10:54:01,InfoBMKG,Negatif
Gak ada fitur auto location,Reval Enkha,2,2022-08-26 08:43:22,InfoBMKG,Negatif
"Apk nya bagus, membantu juga, jadi kalo mau pergi pergi bisa tau cuaca nya bagus atau gak",Yuliana Bkl,4,2022-08-25 07:40:01,InfoBMKG,Positif
Masa informasinya telat,Nezar rizki,5,2022-08-24 10:19:33,InfoBMKG,Positif
Ok,Upit Puspita,5,2022-08-24 04:07:29,InfoBMKG,Positif
Sangat membantu,Amir Uddin,5,2022-08-23 23:41:13,InfoBMKG,Positif
Aplikasi sangat membantu utk melihat gempa dll sukses trus dan makin berkembang,Romi Fitriyanti,5,2022-08-23 22:49:55,InfoBMKG,Positif
Baik,Guntur 45,3,2022-08-23 17:02:16,InfoBMKG,Netral
👍,Arifin Wae,5,2022-08-23 15:15:28,InfoBMKG,Positif
Karna ini sangatembantu jika kapan hujan dan kapan panas atau bisa menemukan titik gemba berada saya kasih bintang lima ☺☺😍😍🥰🥰,FAJAR BAGUS,5,2022-08-23 15:13:43,InfoBMKG,Positif
Semoga bermanfaat,Mahmud. ery,5,2022-08-23 15:03:43,InfoBMKG,Positif
Ok,Darul Ahyar,4,2022-08-23 14:56:45,InfoBMKG,Positif
Berita nya akurat,Agus Kurnianto,5,2022-08-23 14:54:34,InfoBMKG,Positif
Coba dlu bagus gak,Las Yantok,3,2022-08-23 14:48:07,InfoBMKG,Netral
Ga guna masa udh gempa gk ada notif,J2 PRIME,1,2022-08-23 14:44:07,InfoBMKG,Negatif
Bermanfaat,puput susanto,5,2022-08-23 14:36:02,InfoBMKG,Positif
Kalau ada bintang 7 pun ku beri😀,Lamhot Tambun,5,2022-08-23 14:18:19,InfoBMKG,Positif
SANGAT INFORMATIF.,TransMedia,5,2022-08-23 13:57:40,InfoBMKG,Positif
Masih blum membantu sepenuhnya.imformasi gempa yang terjadi sekarang terlalu lama keluar imfonya dari bmkg....,Herman Riznullah,3,2022-08-22 22:16:32,InfoBMKG,Netral
Sagat memuaskan.,Ardhyn Dhyn,5,2022-08-22 16:09:14,InfoBMKG,Positif
sangat membantu saya,raffasya arsyana,5,2022-08-22 16:04:48,InfoBMKG,Positif
Mantap,Surigumala Mala,5,2022-08-22 14:49:42,InfoBMKG,Positif
Semoga dengan BMKG ini kita bisa tahu gempa bumi,Rendi Aditia,5,2022-08-22 13:05:19,InfoBMKG,Positif
Aplikasi nya sangat bermanfaat bisa mengetahui terjadi nya suatu bencana alam dan begitu bagus sangat membantu bagi semua orang yg ingin mengetahui kbr tentang suatu bencana,Buhaki Haki,3,2022-08-22 11:54:21,InfoBMKG,Netral
untung ada ad apk bmkg,Mus Tajib,5,2022-08-22 11:14:49,InfoBMKG,Positif
Aplikasi yang sangat berguna bagi saya,ISTIQOMAH Official,5,2022-08-22 09:38:19,InfoBMKG,Positif
Good. Thanks,Isep Taufik Rachman,5,2022-08-22 09:05:15,InfoBMKG,Positif
Bagus,Super Devhriant,5,2022-08-22 08:51:09,InfoBMKG,Positif
Gua kasih bintang 5 tdi ada gempa di mataramm,Zaenul Hqq,5,2022-08-22 08:51:04,InfoBMKG,Positif
Bagus,Rudi Bali,5,2022-08-22 08:46:19,InfoBMKG,Positif
Ok,Zulfadliadi Fadli,5,2022-08-22 08:45:53,InfoBMKG,Positif
